file,extension,bytes,category
data\train\archive (1)\FaceForensics++_C23\FaceShifter\328_320.mp4,.mp4,1676502,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\329_327.mp4,.mp4,471358,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\330_162.mp4,.mp4,1927204,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\331_260.mp4,.mp4,1509625,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\332_051.mp4,.mp4,5686424,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\333_377.mp4,.mp4,1089736,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\334_318.mp4,.mp4,3096577,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\335_277.mp4,.mp4,1581228,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\336_338.mp4,.mp4,849590,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\337_522.mp4,.mp4,853536,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\338_336.mp4,.mp4,1815576,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\339_392.mp4,.mp4,580569,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\340_341.mp4,.mp4,2576822,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\341_340.mp4,.mp4,6493899,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\342_416.mp4,.mp4,1274169,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\343_363.mp4,.mp4,394802,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\344_020.mp4,.mp4,3077152,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\345_259.mp4,.mp4,885272,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\346_351.mp4,.mp4,709155,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\347_314.mp4,.mp4,728429,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\348_202.mp4,.mp4,537470,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\349_350.mp4,.mp4,1689662,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\350_349.mp4,.mp4,1082503,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\351_346.mp4,.mp4,1028268,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\352_319.mp4,.mp4,1387617,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\353_383.mp4,.mp4,1686053,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\354_362.mp4,.mp4,1993512,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\355_748.mp4,.mp4,5669657,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\356_324.mp4,.mp4,3083904,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\357_432.mp4,.mp4,548099,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\358_380.mp4,.mp4,759455,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\359_317.mp4,.mp4,845767,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\360_437.mp4,.mp4,2299954,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\361_448.mp4,.mp4,3266776,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\362_354.mp4,.mp4,1930709,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\363_343.mp4,.mp4,971398,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\364_440.mp4,.mp4,2136797,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\365_307.mp4,.mp4,393516,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\366_473.mp4,.mp4,886705,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\367_371.mp4,.mp4,980656,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\368_378.mp4,.mp4,1265969,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\369_316.mp4,.mp4,705705,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\370_483.mp4,.mp4,3924580,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\371_367.mp4,.mp4,1548952,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\372_413.mp4,.mp4,1079426,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\373_394.mp4,.mp4,3134882,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\374_407.mp4,.mp4,1686267,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\375_251.mp4,.mp4,1869839,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\376_381.mp4,.mp4,1809106,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\377_333.mp4,.mp4,730684,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\378_368.mp4,.mp4,4038708,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\379_158.mp4,.mp4,982918,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\380_358.mp4,.mp4,613286,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\381_376.mp4,.mp4,1609369,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\382_409.mp4,.mp4,721669,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\383_353.mp4,.mp4,2970450,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\384_932.mp4,.mp4,3521093,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\385_414.mp4,.mp4,1802544,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\386_154.mp4,.mp4,4091710,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\387_311.mp4,.mp4,1295947,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\388_308.mp4,.mp4,1051655,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\389_480.mp4,.mp4,3048236,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\390_709.mp4,.mp4,5896154,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\391_406.mp4,.mp4,706223,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\392_339.mp4,.mp4,7391445,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\393_405.mp4,.mp4,1160044,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\394_373.mp4,.mp4,1650472,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\395_401.mp4,.mp4,1270840,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\396_272.mp4,.mp4,1711000,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\397_602.mp4,.mp4,4432094,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\398_457.mp4,.mp4,1292066,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\399_488.mp4,.mp4,3672813,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\400_476.mp4,.mp4,1562988,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\401_395.mp4,.mp4,2052825,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\402_453.mp4,.mp4,5075069,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\403_497.mp4,.mp4,902666,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\404_429.mp4,.mp4,6834714,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\405_393.mp4,.mp4,1042101,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\406_391.mp4,.mp4,1453605,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\407_374.mp4,.mp4,1360127,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\408_424.mp4,.mp4,1577643,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\409_382.mp4,.mp4,492726,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\410_411.mp4,.mp4,5174675,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\411_410.mp4,.mp4,7470060,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\412_274.mp4,.mp4,1895905,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\413_372.mp4,.mp4,708575,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\414_385.mp4,.mp4,6882861,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\415_484.mp4,.mp4,671679,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\416_342.mp4,.mp4,1783886,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\417_496.mp4,.mp4,2193324,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\418_507.mp4,.mp4,2033232,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\419_824.mp4,.mp4,2151929,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\420_257.mp4,.mp4,1937933,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\421_423.mp4,.mp4,1801133,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\422_695.mp4,.mp4,5071414,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\423_421.mp4,.mp4,3455896,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\424_408.mp4,.mp4,580780,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\425_485.mp4,.mp4,787908,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\426_287.mp4,.mp4,4856807,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\427_637.mp4,.mp4,837523,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\428_466.mp4,.mp4,2189755,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\429_404.mp4,.mp4,1120857,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\430_459.mp4,.mp4,3246873,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\431_447.mp4,.mp4,2098247,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\432_357.mp4,.mp4,622908,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\433_498.mp4,.mp4,2541917,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\434_438.mp4,.mp4,505508,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\435_456.mp4,.mp4,1030157,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\436_526.mp4,.mp4,2582796,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\437_360.mp4,.mp4,4406298,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\438_434.mp4,.mp4,686671,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\439_441.mp4,.mp4,936247,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\440_364.mp4,.mp4,572841,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\441_439.mp4,.mp4,662051,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\442_195.mp4,.mp4,4140068,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\443_514.mp4,.mp4,1644221,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\444_655.mp4,.mp4,887511,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\445_494.mp4,.mp4,4139367,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\446_667.mp4,.mp4,4870863,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\447_431.mp4,.mp4,635011,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\448_361.mp4,.mp4,2241359,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\449_451.mp4,.mp4,1554501,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\450_533.mp4,.mp4,7623372,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\451_449.mp4,.mp4,1552674,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\452_550.mp4,.mp4,1080384,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\453_402.mp4,.mp4,2697426,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\454_527.mp4,.mp4,1167957,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\455_471.mp4,.mp4,1402931,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\456_435.mp4,.mp4,3668328,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\457_398.mp4,.mp4,1252084,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\458_722.mp4,.mp4,833858,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\459_430.mp4,.mp4,4974811,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\460_678.mp4,.mp4,3017005,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\461_250.mp4,.mp4,2164406,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\462_467.mp4,.mp4,1107465,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\463_464.mp4,.mp4,841851,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\464_463.mp4,.mp4,967750,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\465_482.mp4,.mp4,1595805,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\466_428.mp4,.mp4,1721038,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\467_462.mp4,.mp4,803458,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\468_470.mp4,.mp4,1282805,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\469_481.mp4,.mp4,998789,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\470_468.mp4,.mp4,1045011,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\471_455.mp4,.mp4,837708,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\472_511.mp4,.mp4,319635,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\473_366.mp4,.mp4,874314,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\474_281.mp4,.mp4,1219020,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\475_265.mp4,.mp4,1587051,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\476_400.mp4,.mp4,1149723,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\477_487.mp4,.mp4,1525434,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\478_506.mp4,.mp4,862897,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\479_706.mp4,.mp4,4204896,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\480_389.mp4,.mp4,2135752,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\481_469.mp4,.mp4,2330857,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\482_465.mp4,.mp4,1077033,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\483_370.mp4,.mp4,1092674,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\484_415.mp4,.mp4,389428,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\485_425.mp4,.mp4,1740264,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\486_680.mp4,.mp4,860196,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\487_477.mp4,.mp4,1724090,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\488_399.mp4,.mp4,1022439,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\489_022.mp4,.mp4,2479380,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\490_534.mp4,.mp4,5091888,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\491_226.mp4,.mp4,3956706,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\492_325.mp4,.mp4,1340075,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\493_538.mp4,.mp4,924830,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\494_445.mp4,.mp4,3220391,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\495_512.mp4,.mp4,1002650,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\496_417.mp4,.mp4,2032016,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\497_403.mp4,.mp4,1382306,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\498_433.mp4,.mp4,850314,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\499_539.mp4,.mp4,2360119,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\500_592.mp4,.mp4,2412810,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\501_326.mp4,.mp4,724943,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\502_504.mp4,.mp4,1699301,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\503_756.mp4,.mp4,789746,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\504_502.mp4,.mp4,1001901,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\505_600.mp4,.mp4,482863,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\506_478.mp4,.mp4,1299921,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\507_418.mp4,.mp4,7967097,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\508_831.mp4,.mp4,5174236,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\509_525.mp4,.mp4,1788366,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\510_528.mp4,.mp4,1405752,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\511_472.mp4,.mp4,1406086,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\512_495.mp4,.mp4,1506833,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\513_305.mp4,.mp4,2615162,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\514_443.mp4,.mp4,801630,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\515_519.mp4,.mp4,1866421,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\516_555.mp4,.mp4,3202137,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\517_521.mp4,.mp4,615982,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\518_131.mp4,.mp4,662951,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\519_515.mp4,.mp4,2173121,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\520_542.mp4,.mp4,1398900,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\521_517.mp4,.mp4,591135,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\522_337.mp4,.mp4,1015744,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\523_541.mp4,.mp4,824671,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\524_580.mp4,.mp4,854375,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\525_509.mp4,.mp4,596120,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\526_436.mp4,.mp4,2855465,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\527_454.mp4,.mp4,793838,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\528_510.mp4,.mp4,1254013,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\529_633.mp4,.mp4,3081675,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\530_594.mp4,.mp4,3559068,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\531_549.mp4,.mp4,789236,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\532_544.mp4,.mp4,1097951,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\533_450.mp4,.mp4,3474673,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\534_490.mp4,.mp4,1624586,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\535_587.mp4,.mp4,831507,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\536_540.mp4,.mp4,1973286,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\537_563.mp4,.mp4,1919491,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\538_493.mp4,.mp4,1098845,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\539_499.mp4,.mp4,402543,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\540_536.mp4,.mp4,2431056,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\541_523.mp4,.mp4,398596,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\542_520.mp4,.mp4,1117753,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\543_559.mp4,.mp4,1265695,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\544_532.mp4,.mp4,1528113,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\545_553.mp4,.mp4,937856,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\546_621.mp4,.mp4,1116257,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\547_574.mp4,.mp4,3406281,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\548_632.mp4,.mp4,2647982,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\549_531.mp4,.mp4,13091564,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\550_452.mp4,.mp4,628420,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\551_631.mp4,.mp4,4693033,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\552_851.mp4,.mp4,1212340,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\553_545.mp4,.mp4,520720,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\554_572.mp4,.mp4,2623697,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\555_516.mp4,.mp4,6821095,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\556_588.mp4,.mp4,504129,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\557_560.mp4,.mp4,899523,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\558_583.mp4,.mp4,3098042,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\559_543.mp4,.mp4,2309233,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\560_557.mp4,.mp4,398675,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\561_998.mp4,.mp4,2866137,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\562_626.mp4,.mp4,2942869,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\563_537.mp4,.mp4,594408,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\564_971.mp4,.mp4,3524929,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\565_589.mp4,.mp4,812025,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\566_617.mp4,.mp4,2871031,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\567_606.mp4,.mp4,633019,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\568_628.mp4,.mp4,958482,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\569_921.mp4,.mp4,2761481,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\570_624.mp4,.mp4,1853415,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\571_746.mp4,.mp4,2827522,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\572_554.mp4,.mp4,1356615,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\573_757.mp4,.mp4,2731330,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\574_547.mp4,.mp4,839797,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\575_603.mp4,.mp4,3477209,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\576_155.mp4,.mp4,2760948,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\577_593.mp4,.mp4,2167347,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\578_636.mp4,.mp4,1856772,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\579_701.mp4,.mp4,3169530,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\580_524.mp4,.mp4,1042146,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\581_697.mp4,.mp4,4374960,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\FaceShifter\582_172.mp4,.mp4,1726683,already_compressed_or_media
