confidence,model,optimal_strategy,profile,regret,sample_id,selected_strategy,source_category,top1_correct,top2_recall,top3_recall
N/A,rule_based,brotli|9|identity,balanced,0.0,bb914fd114f4206a6405,brotli|9|identity,source_code,True,True,True
N/A,rule_based,brotli|6|identity,smallest,0.04405543132954762,e87d288b25a817ae2dc3,lzma2|6|identity,video,False,False,False
N/A,rule_based,zstd|1|identity,fastest,0.0,e87d288b25a817ae2dc3,zstd|1|identity,video,True,True,True
N/A,rule_based,brotli|6|identity,balanced,0.07471970214917642,e87d288b25a817ae2dc3,zstd|3|identity,video,False,True,True
N/A,rule_based,brotli|4|identity,smallest,0.0002905163849736187,7f82cba1e794f026072e,brotli|9|identity,repetitive,False,False,False
N/A,rule_based,deflate|1|identity,fastest,0.0016272612061356503,7f82cba1e794f026072e,zstd|1|identity,repetitive,False,True,True
N/A,rule_based,zstd|9|identity,balanced,0.01028341850953694,7f82cba1e794f026072e,brotli|9|identity,repetitive,False,False,False
N/A,rule_based,zstd|1|identity,smallest,0.0024183329467358313,666e98d51968b5491ce9,brotli|9|identity,structured,False,False,False
N/A,rule_based,deflate|1|identity,fastest,0.003147506236640221,666e98d51968b5491ce9,zstd|1|identity,structured,False,True,True
N/A,rule_based,zstd|1|identity,balanced,0.0491310573645356,666e98d51968b5491ce9,brotli|9|identity,structured,False,False,False
N/A,rule_based,zstd|1|identity,smallest,0.0032316722935443252,b0458f3e40ab25b3df7c,brotli|9|identity,repetitive,False,False,False
N/A,rule_based,zstd|1|identity,fastest,0.0,b0458f3e40ab25b3df7c,zstd|1|identity,repetitive,True,True,True
N/A,rule_based,zstd|1|identity,balanced,0.06451247780292785,b0458f3e40ab25b3df7c,brotli|9|identity,repetitive,False,False,False
N/A,rule_based,zstd|1|identity,smallest,0.002532198514969019,4bb8a5facf3912040266,brotli|9|identity,structured,False,False,False
N/A,rule_based,zstd|1|identity,fastest,0.0,4bb8a5facf3912040266,zstd|1|identity,structured,True,True,True
N/A,rule_based,zstd|1|identity,balanced,0.05135995656172072,4bb8a5facf3912040266,brotli|9|identity,structured,False,False,False
N/A,rule_based,zstd|3|identity,smallest,0.003368593438867807,5ee88f24a3dd924eaa91,brotli|9|identity,structured,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.0012520504262653488,5ee88f24a3dd924eaa91,zstd|1|identity,structured,False,False,False
N/A,rule_based,zstd|3|identity,balanced,0.06828728597930758,5ee88f24a3dd924eaa91,brotli|9|identity,structured,False,False,False
